"filename", "language", "C++", "YAML", "XML", "Markdown", "comment", "blank", "total"
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/common/preprocessor.hpp", "C++", 33, 0, 0, 0, 29, 13, 75
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/config/configuration.hpp", "C++", 21, 0, 0, 0, 33, 8, 62
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/container/container.hpp", "C++", 95, 0, 0, 0, 99, 25, 219
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/event/chimera_event.cpp", "C++", 104, 0, 0, 0, 35, 22, 161
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/event/event.hpp", "C++", 11, 0, 0, 0, 28, 8, 47
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/event/event_base.hpp", "C++", 25, 0, 0, 0, 11, 8, 44
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/event/event_intf.hpp", "C++", 20, 0, 0, 0, 46, 9, 75
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/event/event_types.hpp", "C++", 52, 0, 0, 0, 11, 13, 76
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/function/function_types.hpp", "C++", 13, 0, 0, 0, 26, 11, 50
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/adc/adc_intf.hpp", "C++", 38, 0, 0, 0, 147, 24, 209
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/adc/adc_types.hpp", "C++", 208, 0, 0, 0, 95, 60, 363
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/adc/adc_user.hpp", "C++", 41, 0, 0, 0, 28, 11, 80
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/adc/chimera_adc.cpp", "C++", 58, 0, 0, 0, 23, 14, 95
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/can/can_intf.hpp", "C++", 36, 0, 0, 0, 78, 18, 132
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/can/can_types.hpp", "C++", 178, 0, 0, 0, 62, 47, 287
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/can/can_user.hpp", "C++", 39, 0, 0, 0, 34, 13, 86
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/can/chimera_can.cpp", "C++", 47, 0, 0, 0, 23, 12, 82
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/clock/chimera_clock.cpp", "C++", 99, 0, 0, 0, 16, 22, 137
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/clock/clock_intf.hpp", "C++", 11, 0, 0, 0, 17, 5, 33
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/clock/clock_types.hpp", "C++", 43, 0, 0, 0, 105, 16, 164
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/clock/clock_user.hpp", "C++", 17, 0, 0, 0, 10, 5, 32
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/crc/chimera_crc.cpp", "C++", 48, 0, 0, 0, 17, 10, 75
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/crc/crc_intf.hpp", "C++", 46, 0, 0, 0, 90, 15, 151
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/crc/crc_types.hpp", "C++", 28, 0, 0, 0, 35, 12, 75
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/crc/crc_user.hpp", "C++", 13, 0, 0, 0, 10, 5, 28
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/dma/chimera_dma.cpp", "C++", 47, 0, 0, 0, 23, 11, 81
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/dma/dma_intf.hpp", "C++", 52, 0, 0, 0, 85, 18, 155
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/dma/dma_types.hpp", "C++", 105, 0, 0, 0, 78, 33, 216
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/dma/dma_user.hpp", "C++", 13, 0, 0, 0, 11, 6, 30
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/exti/chimera_exti.cpp", "C++", 101, 0, 0, 0, 20, 23, 144
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/exti/exti_intf.hpp", "C++", 13, 0, 0, 0, 20, 7, 40
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/exti/exti_types.hpp", "C++", 33, 0, 0, 0, 23, 11, 67
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/exti/exti_user.hpp", "C++", 18, 0, 0, 0, 54, 13, 85
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/gpio/chimera_gpio.cpp", "C++", 47, 0, 0, 0, 20, 12, 79
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/gpio/gpio_intf.hpp", "C++", 58, 0, 0, 0, 135, 24, 217
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/gpio/gpio_types.hpp", "C++", 406, 0, 0, 0, 51, 22, 479
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/gpio/gpio_user.hpp", "C++", 12, 0, 0, 0, 14, 6, 32
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/interrupt/chimera_interrupt.cpp", "C++", 46, 0, 0, 0, 19, 12, 77
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/interrupt/interrupt_intf.hpp", "C++", 12, 0, 0, 0, 16, 5, 33
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/interrupt/interrupt_types.hpp", "C++", 35, 0, 0, 0, 52, 15, 102
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/interrupt/interrupt_user.hpp", "C++", 12, 0, 0, 0, 13, 6, 31
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/peripheral_types.hpp", "C++", 39, 0, 0, 0, 17, 6, 62
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/power/chimera_power.cpp", "C++", 81, 0, 0, 0, 17, 20, 118
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/power/power_intf.hpp", "C++", 19, 0, 0, 0, 16, 7, 42
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/power/power_types.hpp", "C++", 29, 0, 0, 0, 65, 10, 104
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/power/power_user.hpp", "C++", 17, 0, 0, 0, 11, 6, 34
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/spi/chimera_spi.cpp", "C++", 47, 0, 0, 0, 20, 12, 79
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/spi/spi_ext.hpp", "C++", 20, 0, 0, 0, 43, 9, 72
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/spi/spi_intf.hpp", "C++", 70, 0, 0, 0, 182, 29, 281
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/spi/spi_types.hpp", "C++", 148, 0, 0, 0, 77, 32, 257
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/spi/spi_user.hpp", "C++", 12, 0, 0, 0, 14, 6, 32
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/timer/chimera_timer.cpp", "C++", 100, 0, 0, 0, 25, 25, 150
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/timer/timer_intf.hpp", "C++", 38, 0, 0, 0, 90, 10, 138
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/timer/timer_types.hpp", "C++", 214, 0, 0, 0, 99, 57, 370
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/timer/timer_user.hpp", "C++", 19, 0, 0, 0, 11, 6, 36
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/uart/chimera_uart.cpp", "C++", 58, 0, 0, 0, 17, 10, 85
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/uart/uart_intf.hpp", "C++", 52, 0, 0, 0, 38, 14, 104
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/uart/uart_types.hpp", "C++", 24, 0, 0, 0, 43, 12, 79
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/uart/uart_user.hpp", "C++", 14, 0, 0, 0, 10, 5, 29
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/usart/chimera_usart.cpp", "C++", 58, 0, 0, 0, 20, 14, 92
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/usart/usart_intf.hpp", "C++", 52, 0, 0, 0, 38, 13, 103
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/usart/usart_types.hpp", "C++", 24, 0, 0, 0, 43, 12, 79
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/usart/usart_user.hpp", "C++", 14, 0, 0, 0, 10, 5, 29
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/usb/chimera_usb.cpp", "C++", 46, 0, 0, 0, 22, 12, 80
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/usb/usb_intf.hpp", "C++", 42, 0, 0, 0, 53, 17, 112
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/usb/usb_types.hpp", "C++", 96, 0, 0, 0, 64, 33, 193
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/usb/usb_user.hpp", "C++", 13, 0, 0, 0, 17, 5, 35
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/watchdog/chimera_watchdog.cpp", "C++", 71, 0, 0, 0, 24, 18, 113
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/watchdog/watchdog_intf.hpp", "C++", 97, 0, 0, 0, 101, 36, 234
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/watchdog/watchdog_types.hpp", "C++", 39, 0, 0, 0, 43, 15, 97
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/peripherals/watchdog/watchdog_user.hpp", "C++", 14, 0, 0, 0, 17, 7, 38
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/pwm/chimera_pwm.cpp", "C++", 53, 0, 0, 0, 17, 11, 81
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/pwm/pwm_intf.hpp", "C++", 29, 0, 0, 0, 55, 13, 97
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/pwm/pwm_types.hpp", "C++", 31, 0, 0, 0, 47, 14, 92
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/pwm/pwm_user.hpp", "C++", 13, 0, 0, 0, 10, 5, 28
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/scheduler/scheduler_low_res.cpp", "C++", 208, 0, 0, 0, 101, 65, 374
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/scheduler/scheduler_types.hpp", "C++", 42, 0, 0, 0, 17, 13, 72
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/scheduler/scheduler_user.hpp", "C++", 24, 0, 0, 0, 85, 16, 125
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/serial/chimera_serial.cpp", "C++", 307, 0, 0, 0, 49, 54, 410
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/serial/serial_intf.hpp", "C++", 78, 0, 0, 0, 255, 29, 362
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/serial/serial_types.hpp", "C++", 119, 0, 0, 0, 55, 25, 199
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/serial/serial_user.hpp", "C++", 14, 0, 0, 0, 11, 6, 31
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/system/chimera_system.cpp", "C++", 184, 0, 0, 0, 20, 41, 245
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/system/system_intf.hpp", "C++", 14, 0, 0, 0, 17, 6, 37
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/system/system_types.hpp", "C++", 75, 0, 0, 0, 32, 10, 117
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/system/system_user.hpp", "C++", 35, 0, 0, 0, 101, 23, 159
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/common/threading_thread.cpp", "C++", 154, 0, 0, 0, 67, 44, 265
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/freertos/freertos_hooks.cpp", "C++", 45, 0, 0, 0, 10, 14, 69
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/freertos/freertos_hooks.hpp", "C++", 16, 0, 0, 0, 41, 10, 67
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/freertos/freertos_mutex.cpp", "C++", 190, 0, 0, 0, 32, 53, 275
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/freertos/freertos_queue.cpp", "C++", 92, 0, 0, 0, 28, 39, 159
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/freertos/freertos_semaphore.cpp", "C++", 113, 0, 0, 0, 25, 28, 166
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/freertos/freertos_sync_primitives.hpp", "C++", 24, 0, 0, 0, 22, 10, 56
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/freertos/freertos_thread.cpp", "C++", 197, 0, 0, 0, 76, 59, 332
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/stl/stl_queue_implementation.cpp", "C++", 82, 0, 0, 0, 22, 38, 142
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/stl/stl_sync_primitives.hpp", "C++", 26, 0, 0, 0, 31, 11, 68
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/stl/stl_threading_implementation.cpp", "C++", 277, 0, 0, 0, 49, 80, 406
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_abstract.hpp", "C++", 29, 0, 0, 0, 65, 14, 108
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_detail.hpp", "C++", 11, 0, 0, 0, 10, 5, 26
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_extensions.hpp", "C++", 106, 0, 0, 0, 14, 26, 146
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_mutex.hpp", "C++", 70, 0, 0, 0, 11, 26, 107
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_queue.hpp", "C++", 40, 0, 0, 0, 124, 26, 190
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_semaphore.hpp", "C++", 30, 0, 0, 0, 11, 20, 61
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_thread.hpp", "C++", 88, 0, 0, 0, 159, 36, 283
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_thread_internal.hpp", "C++", 12, 0, 0, 0, 29, 8, 49
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_types.hpp", "C++", 85, 0, 0, 0, 60, 23, 168
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/threading/threading_user.hpp", "C++", 12, 0, 0, 0, 32, 9, 53
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/usb/usb_intf.cpp", "C++", 67, 0, 0, 0, 29, 21, 117
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/usb/usb_intf.hpp", "C++", 15, 0, 0, 0, 73, 12, 100
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/usb/usb_thread.cpp", "C++", 41, 0, 0, 0, 37, 17, 95
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/usb/usb_thread.hpp", "C++", 17, 0, 0, 0, 41, 14, 72
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/utilities/chimera_utilities.cpp", "C++", 22, 0, 0, 0, 20, 6, 48
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/utilities/macros.hpp", "C++", 19, 0, 0, 0, 29, 10, 58
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/drivers/utilities/utilities.hpp", "C++", 35, 0, 0, 0, 37, 11, 83
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/mock/delay.hpp", "C++", 7, 0, 0, 0, 15, 9, 31
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/mock/gpio.hpp", "C++", 20, 0, 0, 0, 11, 8, 39
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/mock/modules/memory/flash.hpp", "C++", 27, 0, 0, 0, 11, 5, 43
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/mock/spi.hpp", "C++", 26, 0, 0, 0, 11, 6, 43
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/mock/watchdog.hpp", "C++", 21, 0, 0, 0, 12, 7, 40
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/can/sim_chimera_can.cpp", "C++", 15, 0, 0, 0, 10, 4, 29
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/clock/sim_chimera_clock.cpp", "C++", 8, 0, 0, 0, 10, 5, 23
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/config/chimera/chimeraConfig.hpp", "C++", 7, 0, 0, 0, 11, 6, 24
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/config/freertos/FreeRTOSConfig.h", "C++", 63, 0, 0, 0, 98, 17, 178
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/exti/sim_chimera_gpio.cpp", "C++", 15, 0, 0, 0, 10, 4, 29
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/gpio/sim_chimera_gpio.cpp", "C++", 15, 0, 0, 0, 10, 4, 29
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/pwm/sim_chimera_pwm.cpp", "C++", 8, 0, 0, 0, 10, 5, 23
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/spi/sim_chimera_spi.cpp", "C++", 15, 0, 0, 0, 10, 4, 29
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/system/sim_chimera_system.cpp", "C++", 74, 0, 0, 0, 31, 23, 128
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/system/sim_chimera_system.hpp", "C++", 9, 0, 0, 0, 10, 6, 25
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/timer/sim_chimera_timer.cpp", "C++", 51, 0, 0, 0, 14, 13, 78
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/timer/sim_chimera_timer.hpp", "C++", 16, 0, 0, 0, 36, 11, 63
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/uart/sim_chimera_uart.cpp", "C++", 17, 0, 0, 0, 10, 4, 31
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/usart/sim_chimera_usart.cpp", "C++", 17, 0, 0, 0, 10, 4, 31
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/sim/watchdog/sim_chimera_watchdog.cpp", "C++", 15, 0, 0, 0, 10, 4, 29
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/standalone/config/chimera/chimeraConfig.hpp", "C++", 7, 0, 0, 0, 14, 6, 27
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/standalone/config/chimera/chimeraPort.hpp", "C++", 4, 0, 0, 0, 9, 3, 16
"/home/braunbr/git/Projects/DroneController/lib/Chimera/source/version.hpp", "C++", 9, 0, 0, 0, 10, 5, 24
"/home/braunbr/git/Projects/DroneController/lib/Chimera/vs/ChimeraStaticLibrary/ChimeraStaticLibrary/ChimeraStaticLibrary.vcxproj", "XML", 0, 0, 693, 0, 0, 0, 693
"/home/braunbr/git/Projects/DroneController/lib/Chimera/vs/ChimeraStaticLibrary/ChimeraStaticLibrary/CommonProperties.props", "XML", 0, 0, 10, 0, 0, 0, 10
"/home/braunbr/git/Projects/DroneController/lib/Chimera/vs/ChimeraStaticLibrary/ChimeraStaticLibrary/Configuration.md", "Markdown", 0, 0, 0, 36, 0, 8, 44
"/home/braunbr/git/Projects/DroneController/lib/Chimera/vs/ChimeraStaticLibrary/ChimeraStaticLibrary/stm32.props", "XML", 0, 0, 25, 0, 7, 3, 35
"/home/braunbr/git/Projects/DroneController/lib/Chimera/vs/ChimeraStaticLibrary/ChimeraStaticLibrary/stm32.xml", "XML", 0, 0, 54, 0, 0, 0, 54
"/home/braunbr/git/Projects/DroneController/lib/Chimera/vs/ChimeraStaticLibraryMSVC/ChimeraStaticLibraryMSVC/ChimeraStaticLibraryMSVC.cpp", "C++", 5, 0, 0, 0, 3, 3, 11
"/home/braunbr/git/Projects/DroneController/lib/Chimera/vs/ChimeraStaticLibraryMSVC/ChimeraStaticLibraryMSVC/ChimeraStaticLibraryMSVC.vcxproj", "XML", 0, 0, 326, 0, 0, 0, 326
"/home/braunbr/git/Projects/DroneController/lib/Chimera/vs/ChimeraStaticLibraryMSVC/ChimeraStaticLibraryMSVC/CommonProperties.props", "XML", 0, 0, 10, 0, 0, 0, 10
"Total", "-", 8404, 77, 1118, 37, 6274, 2596, 18506
